									
Millis	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
7577	90	50	26	86	61	36	95	64	39
7582	82	51	26	86	61	36	95	64	38
7588	81	51	26	87	61	36	95	64	39
7594	89	51	27	87	62	36	95	64	39
7600	89	50	27	87	61	36	95	64	38
7606	87	50	27	87	62	36	95	64	39
7611	82	50	27	86	61	36	95	64	39
7617	80	52	28	87	61	36	95	64	39
7622	82	50	26	86	61	37	95	64	39
7628	85	51	26	87	61	36	96	64	39
7633	84	50	27	87	62	36	96	63	38
7640	86	50	27	87	61	36	96	63	39
7645	79	50	27	87	61	37	96	63	39
7651	75	50	26	87	61	37	96	63	39
7656	86	50	26	87	61	37	97	63	39
7662	81	50	27	87	61	37	97	63	39
7668	83	50	26	87	61	37	97	63	39
7673	87	50	27	86	61	38	97	63	39
7680	75	51	26	87	61	37	97	62	38
7685	89	50	26	87	61	37	98	62	40
7691	84	49	25	86	61	37	98	63	39
7696	81	49	27	86	62	37	98	63	39
7702	90	52	24	86	60	38	97	62	39
7707	85	52	26	87	61	37	98	62	39
7713	87	50	27	86	62	38	98	62	39
7719	83	51	26	87	61	37	97	62	39
7725	86	50	26	86	62	38	97	62	39
7731	82	51	26	86	61	37	97	62	39
7736	85	51	27	87	62	38	97	62	39
7742	84	51	26	86	61	38	97	62	39
7747	79	50	26	87	62	37	97	62	39
7753	79	50	27	87	62	38	97	62	39
7758	84	49	27	87	62	38	97	62	39
7765	88	53	27	87	61	37	97	62	40
7771	83	50	27	86	62	38	96	62	39
7776	90	51	27	87	62	37	96	62	39
7782	84	48	27	86	63	38	96	62	39
7787	79	51	27	87	62	37	96	63	39
7793	90	50	27	87	62	38	96	63	39
7798	82	50	27	87	62	36	96	63	39
7804	77	50	27	86	63	37	96	63	39
7810	79	51	26	86	62	37	96	63	39
7816	83	51	27	87	63	37	96	63	39
7821	78	50	27	87	63	37	96	63	38
7827	85	51	26	87	63	36	96	63	39
7833	81	52	26	87	62	37	96	63	38
7838	83	50	27	87	63	37	96	63	38
7844	89	51	26	87	62	36	96	63	39
7850	84	49	26	87	63	37	95	63	37
7856	87	51	26	87	62	36	96	64	38
7861	79	50	26	87	63	36	95	64	38
7867	83	50	26	87	63	36	96	64	38
7872	78	51	27	87	64	36	96	64	38
7878	90	51	27	86	63	37	95	64	38
7883	74	51	27	87	63	36	95	64	38
7889	81	49	27	86	64	37	95	64	38
7896	86	51	27	87	63	36	95	64	39
7901	83	50	27	87	64	36	95	64	38
7907	87	50	28	86	64	36	95	64	39
7912	92	50	27	87	64	36	95	64	39
7918	87	49	26	87	63	37	95	64	39
7923	98	50	26	86	64	37	94	64	39
7929	86	51	27	87	64	36	94	64	39
7935	89	51	27	87	64	37	94	64	39
7941	86	51	26	87	64	36	94	64	39
7946	86	50	27	87	63	37	94	64	39
7952	81	51	27	87	64	36	94	64	39
7957	86	50	28	87	64	36	93	64	40
7963	86	50	26	86	64	36	93	64	39
7969	87	50	26	87	64	36	93	64	40
7974	92	50	27	87	64	37	93	65	39
7981	85	51	26	87	64	36	93	64	39
7986	90	49	27	86	64	36	93	64	39
7992	77	50	26	87	64	35	93	64	39
7997	85	49	27	87	64	36	93	65	40
8003	83	50	27	86	64	36	93	64	39
8008	90	50	26	87	64	36	93	64	38
8014	87	50	27	87	64	36	93	65	38
8020	84	50	26	87	64	35	93	65	40
8026	87	51	27	87	64	36	93	64	38
8032	80	50	27	87	65	36	93	64	39
8037	76	51	26	87	64	36	93	64	38
8043	84	49	25	87	64	36	94	64	39
8048	84	51	26	87	64	36	94	64	38
8054	90	51	28	87	65	37	94	64	39
8059	86	49	27	86	64	36	94	64	38
8066	85	51	26	86	64	36	94	64	39
8071	81	51	25	86	64	37	94	64	39
8077	89	49	26	87	65	37	94	64	39
8083	92	50	26	87	64	36	94	64	40
8088	88	49	26	86	64	37	94	64	39
8094	86	51	26	87	64	37	95	64	40
8099	85	50	26	86	64	38	95	64	39
8106	83	50	26	87	64	37	94	64	39
8111	84	50	26	87	64	37	95	64	39
8117	85	50	27	87	64	37	95	64	39
8122	89	49	26	86	64	38	95	63	39
8128	83	50	26	86	64	37	95	63	39
8134	87	50	27	86	64	37	95	64	39
8139	89	51	26	87	64	37	95	64	39
8145	83	52	27	87	64	37	95	64	39
8151	92	49	26	86	65	37	95	64	39
8157	93	49	26	87	65	37	94	64	39
8162	86	51	26	87	64	36	94	64	38
8168	81	50	27	87	65	36	94	64	39
8173	85	51	27	87	64	37	94	64	40
8179	88	48	28	87	65	37	94	64	39
8185	82	51	27	87	64	37	94	64	40
8191	75	51	27	87	64	37	94	64	39
8197	86	50	27	87	65	37	94	64	40
8202	87	50	27	86	64	37	93	64	39
8208	88	50	25	87	64	36	94	64	41
8213	91	50	26	87	65	36	94	64	41
8219	83	50	26	87	64	36	93	64	39
8224	87	50	28	87	64	36	93	64	39
8230	87	49	28	86	65	36	93	64	39
8237	85	51	27	87	64	36	93	65	39
8242	90	50	26	86	64	36	93	64	39
8248	84	51	26	87	64	36	93	65	39
8253	87	51	26	87	64	36	93	65	39
8259	87	51	26	87	64	35	93	65	39
8264	90	50	26	87	64	36	93	65	39
8270	85	49	26	86	64	36	93	65	39
8277	87	50	26	87	64	36	93	65	39
8282	87	48	27	87	64	35	93	65	38
8288	85	51	27	87	64	36	93	65	38
8293	79	51	26	87	64	36	93	65	39
8299	83	50	28	87	64	36	93	65	38
8304	88	50	26	86	64	36	93	65	38
8310	85	49	27	87	64	36	94	65	38
8315	90	52	26	87	64	36	94	65	38
8322	85	51	26	87	64	35	94	64	38
8328	93	50	27	86	64	37	94	64	38
8333	86	50	26	87	64	36	94	65	39
8339	88	50	26	86	64	37	94	64	38
8344	86	51	25	87	64	36	94	64	38
8350	88	49	26	87	64	36	94	64	38
8355	91	48	26	87	64	36	95	64	39
8362	78	50	26	87	64	36	95	64	39
8367	76	50	27	87	63	37	95	64	39
8373	82	51	27	87	63	36	95	64	39
8379	88	50	26	87	63	37	95	64	39
8384	86	51	27	87	63	36	95	64	39
8390	84	50	27	86	63	37	96	63	39
8395	86	52	26	87	63	37	96	63	39
8401	86	50	27	87	63	37	96	63	38
8407	86	50	27	86	62	37	96	63	39
8413	74	50	27	87	63	37	96	63	38
8418	88	50	26	87	63	37	97	63	38
8424	81	50	26	86	62	37	97	63	38
8429	81	49	26	86	63	37	97	62	38
8435	85	49	26	87	63	37	97	62	38
8440	86	50	26	86	62	37	97	62	38
8447	83	50	26	87	62	37	97	62	38
8453	86	49	25	86	62	37	97	62	38
8458	85	50	27	87	62	38	98	62	39
8464	82	51	26	86	61	38	98	62	38
8469	84	50	26	88	63	37	98	62	38
8475	83	50	27	86	62	38	98	62	39
8480	83	50	26	87	62	37	97	62	39
8486	82	50	26	87	62	37	97	62	39
8492	79	50	26	86	62	38	98	62	39
8498	85	50	27	87	62	37	97	62	39
8503	82	51	27	86	61	39	97	62	40
8509	82	51	27	87	61	37	97	62	40
8515	90	51	27	86	62	39	97	62	40
8520	84	50	26	87	62	37	97	62	40
8526	83	50	26	86	61	38	97	63	40
8532	77	50	26	86	61	37	96	63	39
8538	89	51	27	87	61	37	96	62	39
8543	84	50	25	87	61	37	97	63	40
8549	86	50	26	87	62	37	96	63	39
8554	94	50	27	87	62	37	96	63	40
8560	82	49	26	87	62	37	96	63	39
8566	80	50	25	87	61	37	96	63	39
8571	89	51	25	87	61	37	96	63	39
8578	93	51	26	87	62	37	96	63	39
8583	85	50	26	87	61	36	95	63	38
8589	80	50	25	87	61	36	95	64	39
8594	84	50	27	87	62	36	96	64	38
8600	86	50	27	87	62	35	95	64	38
8605	93	50	28	86	61	36	95	64	38
8611	86	50	28	87	61	35	95	64	38
8617	96	50	27	87	62	36	96	64	39
8623	84	51	26	87	61	36	95	64	38
8628	80	50	26	86	61	36	95	64	39
8634	89	49	27	87	61	36	95	64	39
8640	85	50	27	87	62	36	95	64	38
8645	85	50	26	87	62	36	96	64	39
8651	85	50	26	86	61	36	96	63	39
8656	85	51	26	86	62	37	96	63	39
8663	87	51	27	86	61	36	96	63	39
8668	97	50	28	86	61	37	97	63	39
8674	85	50	27	87	61	37	97	63	40
8679	85	50	27	86	61	37	96	63	39
8685	89	50	27	86	62	37	97	63	39
8691	84	50	27	87	61	37	97	63	39
8696	90	49	27	86	61	38	97	63	40
8703	80	50	27	87	61	38	97	62	38
8708	83	52	27	87	61	37	97	62	39
8714	83	49	27	87	62	38	98	62	39
8719	86	51	27	86	61	38	98	62	39
8725	94	49	28	87	62	37	98	62	39
8730	85	49	26	86	61	38	97	62	39
8736	81	51	26	87	62	37	98	62	39
8741	80	51	26	86	61	38	97	62	39
8748	84	50	27	88	62	36	98	62	39
8753	80	50	27	86	61	38	97	62	39
8759	85	49	26	87	62	37	97	62	39
8765	81	51	26	86	61	38	97	62	39
8770	85	50	27	87	62	37	97	62	39
8776	90	51	27	87	62	38	97	62	39
8781	88	51	27	87	61	37	97	62	39
8788	90	51	26	86	62	38	96	62	39
8793	89	51	26	86	62	38	96	62	39
8799	85	50	27	87	63	37	96	62	39
8804	84	50	27	86	62	37	96	63	39
8810	87	50	27	86	62	38	96	63	39
8816	95	50	26	87	62	37	96	63	39
8821	86	50	27	86	62	37	96	63	38
8827	86	50	28	87	63	37	96	63	39
8833	83	51	27	87	63	36	96	63	39
8839	93	50	26	87	63	37	96	63	38
8844	85	50	27	86	63	36	96	63	38
8850	88	50	27	87	62	36	95	63	38
8855	88	50	27	87	63	37	96	64	38
8861	86	50	26	87	63	36	95	63	38
8867	88	51	26	86	63	36	95	64	38
8873	92	51	26	86	62	36	96	64	38
8879	86	51	27	87	64	36	95	64	38
8884	88	50	26	87	63	36	95	64	38
8890	77	51	26	87	63	36	95	64	38
8895	89	50	27	86	63	37	95	64	38
8901	78	51	26	87	63	36	95	64	38
8906	89	49	28	86	64	38	95	64	38
8912	80	51	27	87	63	36	95	64	38
8918	88	50	27	87	64	37	95	64	39
8924	84	50	26	87	63	37	95	64	39
8929	87	50	26	87	64	37	94	64	39
8935	85	52	26	88	64	36	95	64	39
8941	90	51	27	86	64	37	94	64	39
8946	89	51	26	87	64	36	94	64	39
8952	85	50	27	86	64	37	94	64	39
8958	82	50	26	87	64	36	94	64	39
8964	80	50	26	87	63	36	94	64	40
8969	82	50	26	87	64	36	94	64	39
8975	88	50	26	87	64	36	93	64	39
8980	89	53	25	87	63	36	93	64	39
8986	85	51	27	87	65	36	93	64	39
8991	87	51	26	87	64	36	93	64	39
8997	85	50	27	87	65	37	93	64	39
9003	82	50	27	86	64	35	93	64	39
9009	88	49	26	86	64	36	93	64	39
9015	87	50	27	87	64	36	93	65	40
9020	89	50	26	86	64	36	93	64	39
9026	81	53	26	87	64	36	93	64	39
9031	95	50	27	86	64	36	93	64	38
9037	94	50	27	87	64	36	93	65	38
9042	90	50	26	87	64	36	93	64	40
9049	85	50	27	86	64	36	93	64	38
9054	90	51	26	87	64	36	94	65	40
9060	86	51	26	87	64	36	93	64	39
9065	89	50	25	87	64	36	93	64	39
9071	90	50	25	86	64	37	93	64	39
9077	92	51	27	86	64	37	94	64	39
9082	88	50	26	86	64	37	94	64	39
9089	87	48	26	86	65	37	94	64	40
9094	86	50	28	87	65	37	94	64	40
9100	90	50	26	87	63	37	94	64	39
9105	83	51	27	87	65	37	94	64	39
9111	81	49	27	86	64	37	95	64	39
9116	85	49	27	87	65	37	95	64	40
9122	78	50	26	87	63	37	95	64	39
9129	84	50	27	87	64	37	95	64	39
9134	88	50	26	87	64	37	95	64	39
9140	85	51	27	87	64	37	95	64	39
9145	85	50	27	87	64	37	95	64	39
9151	87	51	27	87	64	37	95	64	39
9156	90	49	27	87	65	37	95	64	39
9162	86	50	27	87	64	37	95	64	39
9168	89	50	26	87	65	37	95	64	39
9174	87	51	26	87	64	36	95	64	39
9180	86	50	26	87	64	36	94	64	38
9185	90	50	26	87	64	36	94	64	39
9191	87	50	26	87	64	36	94	64	39
9196	90	50	26	87	64	37	94	64	39
9202	87	51	26	86	64	37	94	64	39
9208	85	51	26	86	64	37	94	64	40
9214	84	51	26	87	64	37	94	64	39
9220	85	52	26	87	64	36	94	64	41
9225	84	51	27	86	65	37	93	64	39
9231	86	49	26	87	64	36	93	64	39
9236	91	50	27	87	64	36	93	64	40
9242	89	50	26	86	64	36	93	64	39
9247	89	51	27	87	64	36	93	64	39
9253	93	49	27	87	64	37	93	65	39
9260	88	50	27	87	64	36	93	65	40
9265	85	51	26	86	64	36	93	65	39
9271	86	50	26	87	64	36	93	65	39
9276	86	50	27	87	65	36	93	65	39
9282	79	51	27	87	64	35	93	65	39
9287	80	50	27	87	64	36	93	65	39
9293	85	50	27	87	64	35	93	65	39
9298	87	51	26	87	64	36	93	65	38
9305	85	49	26	87	64	35	93	65	39
9311	84	49	28	87	64	35	93	65	38
9316	90	49	27	87	64	36	94	65	38
9322	82	50	26	87	64	36	93	65	38
9327	90	52	25	86	63	36	93	65	38
9333	87	50	26	87	64	36	94	65	39
9338	91	49	27	86	64	36	94	65	38
9345	87	50	26	87	64	36	94	64	39
9350	88	50	26	87	64	36	94	64	39
9356	87	51	26	87	64	37	94	64	39
9362	80	51	27	87	64	36	94	64	38
9367	93	51	27	87	63	36	95	64	39
9373	85	50	27	87	64	36	95	64	39
9378	87	50	26	87	64	37	95	64	38
9385	87	50	28	87	63	36	95	64	39
9390	87	49	27	86	63	37	95	64	38
9396	83	51	26	87	63	37	96	64	39
9402	84	49	25	86	63	37	95	64	38
9407	85	50	26	86	62	37	96	63	39
9413	81	50	26	87	63	37	96	63	39
9418	90	51	26	86	62	38	96	63	38
9424	85	50	26	87	63	36	96	63	38
9430	83	49	26	86	63	38	96	63	38
9436	82	52	26	87	62	37	97	63	38
9441	90	50	28	86	63	38	97	62	38
9447	79	50	26	87	63	37	97	62	39
9452	81	50	27	86	62	38	97	62	38
9458	83	51	27	87	62	37	97	62	38
9463	86	51	26	87	62	37	97	62	38
9470	91	51	25	87	62	38	98	62	38
9476	87	51	26	86	62	38	98	62	39
9481	82	50	26	87	62	37	97	62	38
9487	85	50	27	86	62	38	97	62	39
9492	84	51	27	86	61	38	98	62	39
9498	82	50	27	87	62	38	97	62	39
9503	83	51	26	86	61	38	98	62	39
9509	80	50	27	87	62	37	97	62	39
9515	90	51	26	86	61	39	97	62	39
9521	70	50	28	87	62	37	97	62	39
9526	86	50	26	86	62	38	97	62	40
9532	81	50	26	86	61	38	97	62	40
9537	91	49	27	86	61	38	97	62	39
9543	82	50	26	87	61	37	96	62	39
9549	84	50	26	87	61	37	96	62	40
9554	84	50	27	87	62	38	97	63	40
9561	81	50	26	87	61	37	96	63	38
9566	92	50	27	86	61	37	96	63	40
9572	83	50	26	87	61	37	96	63	39
9577	95	49	27	87	62	37	96	63	39
9583	89	49	28	86	61	36	95	63	39
9588	90	50	27	87	61	36	96	63	39
9594	93	50	27	87	61	36	96	63	39
9600	88	50	26	86	62	36	95	63	39
9606	89	50	27	86	61	36	95	64	38
9612	81	49	27	86	61	36	95	64	39
9617	74	50	28	87	62	36	95	64	38
9623	76	49	26	87	62	36	95	64	39
9628	79	50	27	87	61	35	95	64	39
9634	84	50	27	87	61	36	95	64	38
9639	87	50	24	86	61	36	95	64	39
9646	78	50	27	86	62	36	95	64	38
9651	83	51	26	86	61	36	95	64	39
9657	81	51	27	87	61	36	96	64	39
9662	79	51	27	87	62	37	96	63	38
9668	88	50	26	86	60	37	96	63	39
9673	81	50	26	87	62	36	96	64	39
9679	86	50	27	87	62	37	96	63	39
9686	84	50	27	87	61	37	97	63	39
9691	84	50	26	87	61	37	97	63	39
9697	91	51	26	86	61	38	97	63	39
9702	84	50	26	87	61	37	97	63	39
9708	83	50	25	86	61	38	97	63	39
9713	86	50	25	87	61	37	97	63	39
9719	85	50	26	86	61	38	98	63	40
9724	84	49	26	86	61	37	97	62	38
9731	89	49	27	86	61	37	97	62	38
9737	88	50	27	87	61	38	98	62	39
9742	81	51	26	87	61	37	97	62	39
9748	83	50	26	87	61	38	97	62	39
9753	86	48	27	87	62	38	98	62	39
9759	88	50	26	86	61	38	97	62	39
9764	91	50	26	88	62	37	97	62	39
9771	86	50	26	86	61	38	97	62	39
9776	92	50	26	87	62	37	97	62	39
9782	86	51	25	86	60	38	97	62	39
9788	88	51	26	87	62	38	97	62	39
9793	85	49	27	87	62	37	97	62	40
9799	87	52	26	87	61	37	97	62	39
9804	84	50	26	86	62	37	96	62	39
9810	81	51	26	87	62	37	96	62	39
9816	78	51	27	87	63	38	96	63	39
9822	82	51	26	87	62	37	96	63	39
9827	81	50	26	86	62	38	96	63	39
9833	81	51	26	87	62	36	96	63	39
9838	84	50	27	86	63	37	96	63	39
9844	75	51	26	87	62	37	96	63	39
9850	87	50	26	87	62	36	96	63	38
9856	93	50	27	87	63	37	96	63	38
9862	88	51	26	87	63	36	95	63	38
9867	85	50	26	87	63	36	95	63	38
9873	84	51	26	87	63	36	96	64	38
9878	82	50	27	87	63	36	96	64	38
9884	86	50	27	86	63	37	95	63	38
9890	83	51	26	87	63	35	95	64	38
9895	92	50	26	87	64	37	96	64	38
9902	79	51	25	87	63	35	95	64	38
9907	88	49	26	86	63	37	95	64	38
9913	89	49	25	87	63	36	95	64	39
9918	88	50	26	87	64	37	95	64	38
9924	81	50	27	86	63	37	95	64	38
9930	84	51	26	87	64	36	95	64	38
9935	89	49	26	86	64	37	95	64	39
9942	90	51	26	87	63	36	95	64	39
9947	87	51	27	87	64	37	95	64	39
9953	90	49	27	87	64	37	95	64	39
9959	78	49	28	87	64	36	94	64	39
9964	87	50	26	86	63	37	94	64	39
9970	82	50	26	87	64	36	94	64	39
9975	87	51	27	87	64	37	94	64	39
9982	85	51	26	87	64	36	94	64	39
9987	84	50	26	86	64	36	94	64	39
9993	83	50	26	87	64	36	94	64	39
9999	86	51	28	87	65	36	93	64	39
10004	83	50	27	87	64	36	93	64	39
10010	81	49	27	87	64	36	93	64	39
10015	90	51	26	87	64	36	93	64	39
10021	87	51	26	87	64	36	93	64	39
10028	83	51	26	87	64	36	93	64	39
10033	83	50	26	87	64	36	93	64	40
10039	85	51	26	87	64	36	93	64	40
10044	84	50	26	87	65	36	93	64	39
10050	90	49	26	87	64	36	93	64	38
10056	91	49	26	87	65	36	93	65	39
10061	84	51	26	86	64	36	93	64	39
10068	77	50	27	87	64	36	93	64	38
10073	82	50	25	87	65	36	94	64	39
10079	82	51	27	87	64	36	94	64	39
10085	81	50	26	87	64	36	93	64	39
10090	82	50	26	86	64	37	94	64	39
10096	86	50	27	86	64	37	94	64	39
10101	86	51	28	87	64	37	94	64	39
10107	85	50	27	87	65	37	94	64	40
10114	85	52	26	86	63	37	94	64	40
10119	84	50	26	87	65	37	94	64	40
10125	91	50	27	86	64	37	95	64	39
10130	85	49	27	87	65	37	94	64	39
10136	84	51	27	87	64	37	95	64	40
10142	80	50	27	87	64	37	95	64	39
10147	86	50	26	87	64	37	95	64	39
10154	88	50	26	87	64	37	95	64	39
10159	85	50	27	87	65	37	95	64	39
10165	82	50	26	87	64	37	95	64	39
10171	89	49	27	86	65	37	95	64	39
10176	88	51	26	87	63	37	95	64	39
10182	89	50	26	86	65	37	95	64	39
10187	85	50	26	87	64	36	94	64	39
10193	83	50	26	87	65	37	94	64	39
10200	85	50	26	87	64	36	94	64	39
10205	85	50	26	87	64	36	94	64	39
10211	89	48	26	87	64	36	94	64	39
10216	87	50	27	87	65	37	94	64	40
10222	86	50	26	86	64	37	94	64	39
10228	92	50	27	86	64	37	94	64	41
10233	84	51	27	87	64	37	93	64	39
10240	83	50	28	87	64	37	93	64	40
10246	81	51	26	87	64	36	93	64	41
10251	85	50	26	87	64	36	93	64	40
10257	91	50	27	87	65	36	93	64	40
10262	85	49	27	87	64	36	93	64	40
10268	85	50	28	87	64	36	93	64	39
10274	85	50	28	87	65	36	93	65	40
10279	85	50	27	87	64	36	93	64	39
10286	90	51	27	87	64	36	93	64	39
10291	82	50	27	87	64	35	93	64	39
10297	95	50	27	87	65	36	93	65	39
10303	79	50	26	87	64	35	93	65	39
10308	91	49	27	87	65	35	93	65	39
10314	92	50	27	87	65	36	93	65	39
10319	85	50	27	87	64	36	93	65	39
10326	83	52	26	87	64	35	93	65	38
10332	88	50	26	87	64	36	93	65	38
10337	89	50	26	87	65	35	93	65	39
10343	87	50	26	86	64	36	93	64	38
10348	87	51	25	87	64	35	94	64	39
10354	84	51	26	87	64	36	94	65	39
10360	85	51	26	87	64	37	94	64	38
10366	81	52	26	87	63	36	94	65	39
10372	84	50	27	87	64	37	94	64	39
10377	88	52	27	87	64	36	94	64	39
10383	86	50	27	86	64	36	94	64	39
10389	85	51	26	86	63	36	95	64	39
10394	88	50	27	87	64	36	95	64	39
10400	88	51	26	86	63	37	95	64	39
10405	82	51	27	87	64	37	95	64	39
10412	90	50	25	86	63	37	95	63	39
10418	90	50	25	87	63	37	95	63	39
10423	89	49	26	86	63	38	95	63	38
10429	88	51	26	87	63	37	96	63	39
10434	90	50	27	87	64	37	96	63	38
10440	93	50	26	87	63	37	96	63	38
10445	86	50	28	87	63	36	96	63	38
10452	83	49	26	86	62	37	97	63	38
10458	86	51	27	87	62	37	97	63	38
10463	81	51	27	87	62	37	97	63	38
10469	84	50	25	87	62	38	97	62	38
10474	88	50	27	87	63	37	97	62	38
10480	94	51	26	86	62	38	98	62	38
10486	89	49	26	87	62	37	98	62	38
10491	85	52	26	86	61	38	98	62	38
10498	90	50	26	87	62	37	98	62	39
10503	90	50	26	86	62	38	98	62	39
10509	84	52	26	87	61	37	97	62	39
10514	90	50	27	86	62	38	98	62	39
10520	88	50	27	87	61	37	98	62	39
10526	92	50	26	86	62	38	98	62	39
10531	92	53	25	87	61	38	98	62	40
10538	93	51	28	87	62	38	97	62	40
10543	87	50	27	86	62	38	97	62	39
10549	82	50	26	86	61	38	97	62	40
10554	89	50	26	86	62	38	97	63	40
10560	88	51	25	86	62	38	97	62	39
10566	83	51	26	87	61	37	96	62	38
10571	83	51	26	87	61	37	96	63	40
10577	85	50	26	87	61	37	96	63	39
10583	86	51	26	86	61	37	96	63	40
10589	89	50	26	87	62	37	96	63	39
10595	89	50	26	86	61	37	96	63	39
10600	85	51	26	86	61	36	95	63	39
10606	83	50	26	86	62	36	95	63	39
10611	82	50	26	86	62	36	95	63	38
10617	86	52	27	87	62	35	95	64	38
10624	79	49	28	86	62	36	95	63	38
10629	80	50	27	87	61	36	95	64	38
10635	93	50	26	86	61	36	95	64	39
10640	93	50	25	87	62	36	95	64	38
10646	85	51	26	87	61	35	95	64	38
10651	86	51	26	86	61	36	95	64	39
10657	86	50	27	87	62	36	95	64	39
10663	85	51	26	87	61	36	95	64	38
10669	85	50	26	86	61	36	95	64	39
10675	92	50	25	87	61	37	96	64	39
10680	82	51	27	87	61	36	96	63	39
10686	92	50	27	86	61	37	96	63	39
10691	84	49	27	86	62	37	96	63	39
10697	89	51	26	87	61	37	97	63	39
10703	80	52	25	87	61	37	97	63	39
10709	90	52	25	86	61	37	97	63	39
10715	84	50	27	87	61	37	97	63	39
10720	84	49	26	86	61	38	97	63	39
10726	82	49	26	87	61	37	97	62	39
10732	84	50	26	86	61	37	98	62	40
10737	83	50	27	87	62	38	98	63	39
10743	84	50	26	86	61	37	97	62	39
10748	87	51	27	87	61	37	97	62	39
10755	84	50	27	87	62	38	98	62	39
10761	87	50	27	86	62	38	98	62	39
10766	90	51	26	87	61	37	98	62	39
10772	80	50	27	87	61	37	98	62	39
10777	87	50	27	86	62	38	98	62	39
10783	85	51	26	86	61	37	97	62	39
10788	91	50	26	87	62	38	97	62	39
10795	83	50	27	88	62	37	97	62	39
10801	88	51	27	86	62	39	97	62	39
10806	81	51	26	87	62	37	97	62	39
10812	84	50	26	86	62	38	96	62	39
10817	83	51	27	87	62	37	96	62	39
10823	88	50	26	87	62	37	96	62	39
10829	88	51	26	87	61	37	96	63	39
10834	92	49	27	87	62	38	96	63	39
10841	92	50	26	87	62	37	96	62	39
10846	86	50	26	86	62	37	96	63	39
10852	85	50	26	86	62	37	96	63	39
10858	84	49	26	87	63	37	96	63	39
10863	80	50	27	87	62	37	96	63	38
10869	82	50	27	87	62	36	96	63	38
10874	86	51	26	87	63	37	96	63	38
10881	83	51	26	87	62	36	95	63	38
10887	83	50	26	86	63	36	95	63	38
10892	83	50	26	86	62	37	96	63	38
10898	92	51	26	87	63	36	95	64	38
10903	83	50	26	86	62	36	95	64	38
10909	80	50	27	87	63	36	95	64	38
10915	83	50	27	86	63	37	95	64	38
10921	86	52	26	87	63	36	95	64	38
10927	91	50	26	86	63	37	95	64	38
10932	84	51	26	87	63	36	95	64	38
10938	93	50	27	86	64	37	95	64	38
10943	85	50	26	87	63	36	95	64	39
10949	82	50	27	87	63	36	95	64	39
10955	93	49	26	87	64	37	95	64	39
10960	82	51	26	87	64	36	95	64	39
10967	86	51	27	87	63	36	94	64	39
10972	84	50	26	87	64	36	94	64	39
10978	83	50	27	87	64	37	94	64	39
10984	87	49	27	87	63	37	94	64	39
10989	82	51	26	87	64	36	94	64	40
10995	89	51	26	87	64	37	94	64	40
11000	86	50	26	87	64	36	93	64	39
11007	81	50	26	87	64	36	93	64	39
11012	87	50	26	87	64	36	93	64	39
11018	91	49	28	87	64	36	93	64	39
11024	82	49	26	86	64	36	93	64	39
11029	87	50	26	87	64	35	93	64	39
11035	91	49	27	87	65	36	93	64	39
11040	86	51	26	87	64	35	93	64	39
11046	85	50	27	87	64	36	93	64	39
11053	82	49	27	87	64	36	93	64	39
11058	96	49	26	86	65	36	93	64	40
11064	88	51	26	87	64	35	93	64	40
11069	93	49	25	87	64	36	93	64	38
11075	89	50	25	87	64	36	94	64	39
11081	89	50	26	86	64	36	93	64	38
11086	90	50	26	87	64	36	93	64	39
11093	81	50	27	87	64	36	93	64	39
11098	84	49	26	87	64	36	94	64	39
11104	87	50	26	87	64	36	93	64	39
11110	88	50	26	86	64	37	94	64	40
11115	89	49	26	87	65	37	94	64	40
11121	83	50	27	87	64	36	94	64	39
11126	90	50	27	86	63	37	94	64	39
11132	77	50	27	87	64	36	94	64	39
11139	87	49	27	86	65	37	95	64	40
11144	84	49	27	87	64	37	95	64	39
11150	85	51	26	87	63	37	95	64	40
11155	88	50	27	87	65	37	95	64	39
11161	86	50	25	87	64	37	95	64	39
11167	86	50	26	87	64	37	95	64	39
11172	84	50	27	87	64	37	95	64	39
11179	85	50	27	87	64	37	95	64	39
11184	82	50	27	87	65	37	95	64	39
11190	85	51	26	87	64	37	95	64	39
11196	80	51	26	87	65	37	95	64	39
11201	84	49	27	87	64	36	94	64	38
11207	79	50	26	87	64	36	94	64	39
11212	85	49	26	87	64	36	94	64	39
11218	86	49	26	87	64	37	94	64	39
11225	87	49	27	87	64	36	94	64	39
11230	90	49	25	86	64	37	94	64	39
11236	86	50	27	87	64	37	94	64	40
11242	84	49	28	87	64	37	94	64	39
11247	83	49	25	87	64	36	94	64	40
11253	86	48	26	87	64	37	94	64	40
11258	82	50	26	87	64	36	94	65	40
11265	83	50	25	86	64	36	93	64	40
11271	91	51	25	87	64	36	93	64	39
11276	92	51	26	87	64	36	93	65	40
11282	87	50	26	87	64	36	93	64	39
11287	88	51	27	87	64	36	93	65	39
11293	83	51	27	87	64	36	93	65	39
11299	85	50	27	87	65	36	93	65	39
11305	87	50	26	86	64	36	93	65	39
11311	82	51	26	87	64	36	93	65	39
11316	84	51	27	87	65	36	93	65	39
11322	89	51	26	87	64	35	93	65	38
11328	79	49	26	87	64	36	93	65	38
11333	78	52	26	87	64	35	93	65	39
11339	90	49	26	87	64	36	93	65	38
11344	84	49	26	87	64	35	93	65	38
11351	88	49	26	86	64	36	93	65	38
11357	83	50	27	87	64	36	94	65	38
